RestaurantID,City,Area,RestaurantName,CuisineTypes,AverageMealPrice,AverageRating,TotalRatings,EstimatedOrders,EstimatedRevenue,DeliveryTimeMinutes,DiscountPercentage,DeliveryPartner,Address,LastUpdatedDate
4587,Mumbai,Powai,Kitchen Chinese Hub,"Chinese, Desserts",862,4.4,7288,3439,2964418,31,30,Swiggy One,"H.No. 81, Yadav Road, Madurai-193399",26-08-2025
4588,Mumbai,Bandra,Street Fast Food Palace,"Healthy Food, Biryani",271,4.1,463,280,75880,68,0,Swiggy Genie,"54, Dhar Ganj, Bhimavaram 766993",29-07-2025
4589,Chennai,Velachery,Urban Italian World,Chinese,889,4.5,6425,3137,2788793,45,15,Regular Delivery,"H.No. 289, Rajagopal Nagar, Amravati-399803",31-05-2025
4590,Delhi,Karol Bagh,Royal Pizza Zone,"Healthy Food, Pizza, Italian, South Indian",756,3.9,2911,1517,1146852,25,50,Swiggy One,"68/348, Kunda Chowk, Farrukhabad 082151",25-09-2025
4591,Chennai,Velachery,Spice Arabian World,Ice Cream,296,3.2,7912,654,193584,27,40,Regular Delivery,"50/93, Viswanathan Path, Morena-152982",14-03-2026
4592,Mumbai,Lower Parel,Food Desserts Zone,"Chinese, Seafood, Healthy Food",379,3.7,9789,2590,981610,39,10,Swiggy One,"47, Rout Road, Bhind 749551",05-10-2025
4593,Chennai,Anna Nagar,Tandoori South Indian Grill,"Desserts, Andhra, Mughlai, Biryani",1187,3.8,3683,2324,2758588,74,15,Swiggy Genie,"19/060, Rege Path, Aligarh-608666",20-05-2026
4594,Delhi,Rohini,Street Italian Junction,"Pizza, Desserts, North Indian",688,3.4,5060,1796,1235648,72,40,Regular Delivery,"39/88, Tandon Marg, Rajpur Sonarpur 990837",27-02-2026
4595,Chennai,Adyar,Food Seafood Grill,"Healthy Food, Pizza, Arabian",368,3.3,1411,3130,1151840,20,10,Swiggy Genie,"H.No. 27, Babu Path, Kurnool 997729",30-04-2026
4596,Hyderabad,Madhapur,Delight Bakery Zone,Bakery,267,3.1,7023,3227,861609,71,40,Swiggy Genie,"H.No. 254, Sidhu Nagar, Alwar 620486",09-06-2025
4597,Delhi,Rohini,Tandoori Bakery Point,"Desserts, Chinese",266,3.3,9645,1494,397404,41,15,Swiggy One,"H.No. 57, Ahuja Ganj, Ongole-353398",18-10-2025
4598,Chennai,OMR,Tandoori Chinese World,"Bakery, Desserts, North Indian",943,3.9,1732,1837,1732291,23,10,Swiggy Genie,"08/12, Mandal Zila, Unnao 052178",14-08-2025
4599,Chennai,Adyar,Tandoori South Indian Zone,Healthy Food,322,3.4,4594,3675,1183350,31,20,Swiggy One,"81, Ahuja, Nagaon-118359",20-06-2025
4600,Mumbai,Powai,Biryani Biryani World,"Ice Cream, Andhra, Mughlai",594,4.4,3224,3409,2024946,20,10,Swiggy One,"H.No. 44, Sant Ganj, Tadepalligudem 795772",30-12-2025
4601,Chennai,OMR,Royal Bakery Grill,"Mughlai, Burgers, Desserts, Ice Cream",270,3.7,14678,2830,764100,70,30,Regular Delivery,"H.No. 586, Balay Chowk, Khammam 484030",20-01-2026
4602,Bangalore,Whitefield,Urban Chinese Junction,"Mughlai, Pizza",1009,2.9,1913,2570,2593130,50,10,Swiggy One,"H.No. 87, Krishna Street, Karawal Nagar 516481",09-05-2026
4603,Hyderabad,Gachibowli,Tandoori Biryani Grill,"Arabian, Burgers",950,4.3,5249,2390,2270500,25,40,Swiggy One,"07/66, Cheema Nagar, Bhilai-638664",10-10-2025
4604,Bangalore,Jayanagar,Street North Indian Hub,Seafood,1182,3.5,3732,2318,2739876,53,0,Swiggy Genie,"52/296, Varghese Zila, Rampur-069577",07-05-2026
4605,Bangalore,Whitefield,Spice Italian Grill,"Biryani, Bakery, Arabian, Andhra",992,3.5,9489,1932,1916544,64,10,Swiggy Genie,"06/253, Joshi Path, Giridih 263313",22-08-2025
4606,Bangalore,Jayanagar,Kitchen Chinese Factory,"North Indian, Andhra, Seafood, Ice Cream",1036,4.7,11421,3539,3666404,57,10,Swiggy One,"32/76, Sarraf Path, Ludhiana-802916",24-07-2025
4607,Bangalore,Whitefield,House Andhra Treats,"Andhra, Desserts, North Indian",1128,4.5,9009,1048,1182144,54,30,Regular Delivery,"33/236, Chand Circle, Morbi 826838",18-10-2025
4608,Mumbai,Lower Parel,Express Bakery Corner,"North Indian, Biryani",1176,3.6,10076,620,729120,39,0,Swiggy One,"H.No. 51, Dora, Ozhukarai-392622",15-06-2025
4609,Chennai,Anna Nagar,Delight Seafood Point,"North Indian, Fast Food, Ice Cream",336,3.9,10552,3197,1074192,25,10,Regular Delivery,"58/92, Mall Road, Ramgarh-126747",29-01-2026
4610,Mumbai,Lower Parel,Express Seafood Point,"Fast Food, Pizza, Ice Cream, North Indian",636,4.1,6665,3789,2409804,75,40,Swiggy One,"41, Sami Marg, Thiruvananthapuram-173741",09-02-2026
4611,Mumbai,Andheri,Tandoori Biryani Junction,"Seafood, Pizza, North Indian, Chinese",708,4.8,11295,3214,2275512,44,20,Regular Delivery,"59, Magar Path, Baranagar-878472",13-08-2025
4612,Delhi,Karol Bagh,House Bakery World,"Biryani, Healthy Food, Andhra, Seafood",164,2.9,6971,2927,480028,55,25,Swiggy Genie,"04, Mann Nagar, Bhimavaram-226727",10-04-2026
4613,Hyderabad,Gachibowli,Express Italian Zone,"South Indian, Chinese, Biryani",507,2.9,8852,3892,1973244,27,25,Swiggy One,"H.No. 415, Sem Path, Ludhiana-767913",09-03-2026
4614,Bangalore,Koramangala,Cafe Burgers Treats,Mughlai,415,4.7,2679,4731,1963365,29,30,Regular Delivery,"56/87, Chander Circle, Sri Ganganagar 314328",08-03-2026
4615,Chennai,Velachery,Cafe Bakery Junction,"Andhra, Chinese, South Indian, North Indian",491,4.3,2170,409,200819,48,15,Swiggy One,"42/95, Dhaliwal Street, Thrissur-551646",30-04-2026
4616,Mumbai,Dadar,House North Indian Factory,"Ice Cream, Italian, Arabian",1139,3.2,321,2731,3110609,35,50,Regular Delivery,"83/755, Cheema Path, Kalyan-Dombivli-781594",08-06-2025
4617,Hyderabad,Banjara Hills,Cafe South Indian Zone,"Bakery, Mughlai, Andhra",1177,3.2,11814,4697,5528369,45,15,Swiggy One,"43/076, Balakrishnan, Anand-275990",31-08-2025
4618,Delhi,Connaught Place,Food Healthy Food Corner,"South Indian, Pizza, Arabian, Bakery",731,3.1,11848,4866,3557046,59,10,Swiggy Genie,"120, Raja, Pondicherry-299898",06-09-2025
4619,Mumbai,Bandra,Kitchen Pizza Hub,"North Indian, Healthy Food, Pizza, Mughlai",461,4.3,8744,1829,843169,54,15,Regular Delivery,"H.No. 35, Ramanathan Road, Bhalswa Jahangir Pur 407740",17-06-2025
4620,Mumbai,Lower Parel,Kitchen South Indian Point,"North Indian, Mughlai, Ice Cream, Desserts",767,4.2,14687,1496,1147432,67,25,Swiggy One,"44, Hans Ganj, Gangtok-110161",05-01-2026
4621,Chennai,Velachery,Urban Fast Food Corner,South Indian,313,2.8,3569,2242,701746,45,50,Swiggy Genie,"36, Dash Zila, Ambattur-233846",31-08-2025
4622,Bangalore,Jayanagar,House Ice Cream Corner,"Seafood, Andhra",1137,2.9,9703,963,1094931,52,20,Regular Delivery,"387, Kalita Ganj, Mangalore 562543",07-01-2026
4623,Delhi,Connaught Place,Street Fast Food Hub,Desserts,1055,3,13533,423,446265,54,20,Swiggy One,"H.No. 226, Randhawa Circle, Narasaraopet 695330",04-05-2026
4624,Chennai,T Nagar,Kitchen Bakery Grill,Pizza,932,3.9,9132,2374,2212568,26,50,Regular Delivery,"73/62, Bhagat Road, Panipat 199364",03-05-2026
4625,Delhi,Karol Bagh,Urban Fast Food Corner,"Italian, Pizza, Ice Cream, Chinese",936,4.8,4211,148,138528,30,30,Swiggy One,"H.No. 393, Dhingra, Gandhidham 919226",17-05-2026
4626,Mumbai,Powai,Cafe Healthy Food Palace,"Chinese, Italian, Bakery, Andhra",404,3.6,13402,517,208868,72,25,Swiggy One,"462, Sharma Circle, Bettiah 929177",09-03-2026
4627,Mumbai,Andheri,Spice Chinese Point,"Ice Cream, Burgers",1006,4.2,13328,2295,2308770,26,15,Regular Delivery,"43/86, Johal Street, Akola 340774",14-10-2025
4628,Bangalore,Jayanagar,Cafe Andhra Hub,Biryani,1054,3.6,12176,4867,5129818,26,0,Swiggy One,"11, Master Chowk, Dehri-628958",02-08-2025
4629,Delhi,Saket,Street Healthy Food Corner,"Burgers, South Indian, Fast Food, Ice Cream",158,3.1,6270,2635,416330,32,10,Swiggy Genie,"H.No. 59, Vala Path, Dibrugarh-610261",19-09-2025
4630,Bangalore,Jayanagar,Tandoori Burgers Grill,"Ice Cream, Pizza",851,4.4,4917,3648,3104448,20,30,Regular Delivery,"H.No. 083, Ravel, Burhanpur 248847",09-09-2025
4631,Mumbai,Powai,Royal Healthy Food Corner,"Mughlai, Bakery",687,4.5,12491,4111,2824257,49,15,Regular Delivery,"43/436, Agate Chowk, Nagercoil-426696",10-05-2026
4632,Hyderabad,Madhapur,Street Mughlai Corner,"South Indian, Fast Food, North Indian, Pizza",155,3.2,4664,3975,616125,38,30,Swiggy Genie,"H.No. 81, Bir Nagar, Kamarhati-829985",04-03-2026
4633,Delhi,Rohini,House Healthy Food Junction,Andhra,696,4.3,14025,2162,1504752,60,10,Swiggy Genie,"98/32, Randhawa Path, Amravati-297430",07-09-2025
4634,Bangalore,BTM Layout,Express Chinese Junction,"North Indian, Desserts, Seafood",1014,4.2,13506,4937,5006118,39,15,Swiggy Genie,"H.No. 49, Bora Ganj, Katni-235449",10-08-2025
4635,Mumbai,Andheri,Delight Arabian Corner,"Desserts, Andhra",1066,3,12283,1251,1333566,34,25,Swiggy One,"H.No. 038, Bhandari, Aligarh 589568",24-06-2025
4636,Mumbai,Andheri,Urban Pizza Corner,"Arabian, Seafood, Italian, Healthy Food",764,4.3,13130,3530,2696920,72,10,Regular Delivery,"H.No. 012, Kadakia Circle, Eluru 072244",09-02-2026
4637,Chennai,Anna Nagar,Express Bakery Corner,Ice Cream,659,3,3688,3059,2015881,60,25,Swiggy One,"311, Dhaliwal Ganj, Muzaffarnagar-810349",20-05-2026
4638,Chennai,Adyar,Express South Indian Point,"Fast Food, Arabian, Desserts, South Indian",405,4.3,781,2054,831870,44,20,Swiggy One,"H.No. 16, Saini Chowk, Pimpri-Chinchwad 631348",19-10-2025
4639,Mumbai,Powai,Food Italian Factory,"Ice Cream, Arabian, Desserts, Burgers",977,3.4,10862,3169,3096113,47,50,Swiggy One,"H.No. 15, Raman Ganj, Siwan-027083",10-04-2026
4640,Mumbai,Powai,Street Biryani Treats,Desserts,690,4.7,3531,1241,856290,30,25,Swiggy Genie,"44/02, Bhatia Street, Navi Mumbai 146086",09-01-2026
4641,Bangalore,Whitefield,Urban Arabian Palace,"Bakery, Biryani, Healthy Food",392,3.1,6588,213,83496,26,0,Swiggy One,"H.No. 66, Sha Circle, Sri Ganganagar-382796",25-04-2026
4642,Delhi,Rohini,Spice South Indian Factory,"Seafood, Arabian",1148,3,10177,3540,4063920,55,20,Swiggy One,"47/634, Dada Path, Tenali 017433",26-05-2025
4643,Bangalore,Koramangala,Royal Desserts World,"South Indian, Burgers, Arabian, Seafood",965,3.5,10198,377,363805,49,0,Swiggy One,"04, Krishnan Ganj, Thanjavur 625519",27-01-2026
4644,Mumbai,Lower Parel,Spice South Indian World,"Ice Cream, South Indian",853,2.9,14824,562,479386,57,30,Regular Delivery,"00/41, Jayaraman Street, Ozhukarai 160962",13-02-2026
4645,Hyderabad,Kukatpally,Food Ice Cream Hub,"Bakery, South Indian, Biryani",377,4.3,10005,1302,490854,39,15,Regular Delivery,"55/256, Kala Street, Mehsana 794205",16-08-2025
4646,Bangalore,Jayanagar,Royal Pizza Point,"Seafood, North Indian, Biryani",857,3.5,9443,4753,4073321,42,30,Swiggy Genie,"H.No. 31, Seshadri Circle, Anand-860750",15-01-2026
4647,Chennai,Anna Nagar,Biryani Fast Food Treats,"Biryani, Fast Food, Italian, Burgers",214,3,1463,82,17548,26,50,Swiggy Genie,"H.No. 657, Shere Zila, Bhimavaram 132519",07-04-2026
4648,Hyderabad,Hitech City,Urban Bakery Junction,Desserts,529,3.6,14409,1072,567088,38,25,Swiggy One,"H.No. 166, Sen Circle, Chandigarh-621254",21-06-2025
4649,Delhi,Saket,Biryani Chinese Palace,Andhra,367,4.6,1680,3425,1256975,75,25,Regular Delivery,"H.No. 90, Wali Nagar, Tirupati-848215",13-01-2026
4650,Mumbai,Bandra,Kitchen North Indian Corner,"Biryani, South Indian, Desserts, Healthy Food",370,3.6,8980,2947,1090390,73,25,Swiggy Genie,"H.No. 237, Jha Zila, Bangalore 564604",03-06-2025
4651,Hyderabad,Kukatpally,Tandoori Chinese Junction,"Mughlai, Italian, Desserts",339,3.1,3374,1592,539688,71,10,Swiggy One,"H.No. 282, Sura, Allahabad-608125",28-03-2026
4652,Hyderabad,Kukatpally,Delight Biryani Junction,"Mughlai, Bakery, Fast Food, Chinese",892,4.8,1332,4933,4400236,41,20,Swiggy One,"H.No. 85, Ratta, Dehradun 127468",22-02-2026
4653,Chennai,Anna Nagar,Food Biryani Corner,"North Indian, South Indian, Andhra, Pizza",139,3.5,9113,2191,304549,37,25,Swiggy One,"05, Shetty Path, Ajmer-376286",16-08-2025
4654,Chennai,Velachery,Spice North Indian World,"Andhra, Italian",726,3.9,3360,3106,2254956,74,20,Swiggy Genie,"34/23, Kade, Shivpuri 392814",11-04-2026
4655,Hyderabad,Gachibowli,Biryani Biryani Zone,"Ice Cream, South Indian, Andhra, Desserts",180,4.2,7395,3246,584280,62,30,Swiggy One,"H.No. 32, Kala Ganj, Chennai-592244",30-08-2025
4656,Delhi,Saket,Cafe Desserts Zone,"Seafood, Pizza, Ice Cream",992,4,14939,802,795584,74,40,Swiggy Genie,"83/957, Kade Ganj, Tezpur-223283",20-06-2025
4657,Hyderabad,Kukatpally,Kitchen Fast Food Hub,"North Indian, Italian, Burgers, Healthy Food",246,3.8,2135,4412,1085352,56,25,Swiggy One,"14/12, Sampath Path, Suryapet 760309",22-10-2025
4658,Mumbai,Bandra,Royal Fast Food Grill,"Andhra, Fast Food, Desserts, Biryani",948,4.4,11352,2103,1993644,53,40,Swiggy Genie,"H.No. 053, Srinivas Chowk, Bharatpur 707010",22-08-2025
4659,Delhi,Rohini,Royal Chinese Corner,"Seafood, Pizza, Desserts, North Indian",291,3.4,13938,1643,478113,65,30,Regular Delivery,"18, Sangha Street, Fatehpur-857256",09-12-2025
4660,Hyderabad,Hitech City,Urban Pizza Zone,"Burgers, Italian, Desserts",1166,3.1,5804,3208,3740528,46,30,Swiggy Genie,"11/941, Gola Path, Hapur 575112",05-05-2026
4661,Chennai,Anna Nagar,Street Italian World,"Italian, Pizza",158,3.6,8945,2043,322794,25,20,Swiggy One,"78, Basu Road, Kota 291385",20-08-2025
4662,Mumbai,Lower Parel,Cafe Arabian Corner,"Pizza, Healthy Food",594,4.7,12740,4555,2705670,22,40,Regular Delivery,"51/35, Hans Street, Uluberia-455284",31-08-2025
4663,Chennai,Velachery,Delight Mughlai Hub,"Desserts, Seafood",922,4.3,14339,4526,4172972,47,20,Regular Delivery,"H.No. 370, Malhotra Street, Narasaraopet-173103",03-04-2026
4664,Hyderabad,Gachibowli,Delight Arabian World,Pizza,1148,4.2,7762,2180,2502640,37,30,Swiggy One,"25/427, Sinha Ganj, Kadapa-287731",18-01-2026
4665,Mumbai,Andheri,House Andhra Zone,"Biryani, Seafood",909,3.6,3047,4308,3915972,50,25,Swiggy Genie,"H.No. 770, Lall Street, Danapur-425244",14-11-2025
4666,Hyderabad,Hitech City,Urban Italian World,"Arabian, Burgers, Pizza, Ice Cream",375,4,11960,1076,403500,42,10,Regular Delivery,"H.No. 442, D’Alia Chowk, Bellary-952642",25-07-2025
4667,Delhi,Karol Bagh,Food Arabian Palace,Desserts,1032,3.8,9527,4523,4667736,26,10,Regular Delivery,"24/81, Sathe Road, Mirzapur 382294",29-04-2026
4668,Chennai,T Nagar,Street Italian Hub,Biryani,482,4.8,1492,983,473806,63,40,Swiggy One,"167, Sidhu Circle, Kishanganj 368098",23-01-2026
4669,Hyderabad,Kukatpally,Street Burgers World,"Ice Cream, Bakery",360,4.1,8357,2247,808920,74,0,Swiggy One,"91/13, Bandi, South Dumdum-623245",19-10-2025
4670,Chennai,OMR,Express Bakery Point,Burgers,450,3,13601,2585,1163250,63,50,Regular Delivery,"44/60, Divan, Darbhanga-167465",15-10-2025
4671,Chennai,Adyar,Cafe Desserts Treats,"Andhra, Mughlai, Bakery",820,3.1,8302,273,223860,33,50,Swiggy One,"34/99, Hora Path, Satara 530279",25-12-2025
4672,Mumbai,Andheri,Kitchen Biryani Corner,"Fast Food, Andhra",862,2.8,12929,989,852518,52,15,Regular Delivery,"67/009, Chhabra, Bhatpara 276996",08-06-2025
4673,Hyderabad,Madhapur,Royal Desserts Grill,"Bakery, Ice Cream",1030,4.9,10194,759,781770,62,30,Regular Delivery,"35, Vig Ganj, Hosur-254954",26-05-2025
4674,Mumbai,Bandra,Spice Bakery Factory,"Bakery, Chinese, Pizza",1157,4,2896,4957,5735249,34,30,Swiggy Genie,"05, Dugar Road, Hajipur 579292",03-04-2026
4675,Delhi,Rohini,Urban Pizza Grill,"Bakery, Chinese, Andhra",1018,3.8,595,4874,4961732,31,30,Regular Delivery,"35, Contractor, Gorakhpur-824672",24-04-2026
4676,Chennai,T Nagar,Urban Burgers Hub,"Seafood, Andhra, Pizza",778,3.4,8274,1536,1195008,66,50,Regular Delivery,"08/45, Ghosh Nagar, Hubli–Dharwad-647855",25-01-2026
4677,Bangalore,Indiranagar,Biryani Desserts World,"Italian, Biryani, Healthy Food, Seafood",178,4.6,7069,1277,227306,67,20,Swiggy Genie,"H.No. 698, Garde Road, Bhubaneswar-066190",19-04-2026
4678,Bangalore,BTM Layout,Royal Bakery Factory,Italian,1096,4.5,3145,1058,1159568,28,30,Swiggy One,"H.No. 200, Shukla Road, Sambhal-704012",24-08-2025
4679,Mumbai,Bandra,Cafe Andhra World,Bakery,672,4.5,12158,4149,2788128,44,20,Swiggy One,"49, Lanka Road, Haldia-680995",07-01-2026
4680,Mumbai,Andheri,Food Mughlai Junction,"North Indian, Biryani",1177,3.7,11612,3241,3814657,23,15,Regular Delivery,"93/67, Dora Circle, Eluru 123942",05-11-2025
4681,Delhi,Dwarka,Biryani Ice Cream Hub,Italian,803,3.3,12582,2799,2247597,24,40,Regular Delivery,"87, Sahni Circle, Junagadh-473200",20-08-2025
4682,Chennai,Velachery,Cafe Biryani World,"Healthy Food, Fast Food",441,3.8,14576,165,72765,46,0,Swiggy Genie,"28, Dugal Street, Durg 841420",11-04-2026
4683,Chennai,Anna Nagar,Express Burgers Zone,Bakery,1043,2.9,3910,3985,4156355,43,10,Swiggy Genie,"60/677, Thakur, Karaikudi 826631",28-01-2026
4684,Delhi,Rohini,Spice North Indian Grill,"Italian, Pizza, Burgers",1096,2.9,4430,492,539232,62,25,Regular Delivery,"36/84, Ganesan Road, Shivpuri-413749",10-12-2025
4685,Mumbai,Andheri,Street Andhra Point,"Seafood, Biryani",318,3.5,13917,1574,500532,41,30,Swiggy One,"H.No. 340, Mann, Dharmavaram 347601",05-07-2025
4686,Bangalore,Indiranagar,Express Chinese Point,"Burgers, North Indian, South Indian, Healthy Food",589,4.7,14693,4950,2915550,52,20,Swiggy One,"182, Malhotra Street, Udaipur-167967",13-04-2026
4687,Hyderabad,Madhapur,House Seafood Point,Andhra,841,4.5,2456,2233,1877953,68,20,Swiggy One,"74/268, Shah Ganj, Barasat 938982",26-03-2026
4688,Bangalore,Jayanagar,Royal Fast Food World,"North Indian, Seafood, Mughlai, Desserts",905,3.6,7710,3226,2919530,20,0,Swiggy Genie,"68, Keer Marg, Hosur 606926",07-03-2026
4689,Mumbai,Andheri,Street North Indian Factory,"South Indian, Bakery, Fast Food",315,3,3803,260,81900,31,25,Regular Delivery,"94/499, Issac Path, Buxar-824747",06-04-2026
4690,Bangalore,Koramangala,Spice Ice Cream Junction,"South Indian, Desserts, Arabian",1177,4.9,14598,2711,3190847,68,20,Swiggy Genie,"467, Kapur Chowk, Madurai 048924",14-06-2025
4691,Bangalore,Whitefield,Street Andhra Point,"Pizza, Andhra",838,4.7,5920,2458,2059804,30,15,Regular Delivery,"H.No. 58, Tailor, Loni 523070",28-02-2026
4692,Bangalore,BTM Layout,Street Biryani Corner,"Ice Cream, South Indian",969,4.3,9328,3110,3013590,28,40,Regular Delivery,"H.No. 931, Venkataraman Zila, Chapra 621656",23-02-2026
4693,Hyderabad,Kukatpally,Express Fast Food Grill,"Healthy Food, Biryani",959,4.5,8998,300,287700,40,40,Regular Delivery,"H.No. 39, Trivedi Zila, Ichalkaranji-703182",30-12-2025
4694,Mumbai,Lower Parel,Express Ice Cream World,"Seafood, Mughlai, Fast Food",225,4.8,14010,3150,708750,33,10,Swiggy One,"737, Apte Street, Secunderabad-508867",11-03-2026
4695,Delhi,Rohini,House Desserts Grill,"Seafood, Arabian, South Indian, Chinese",637,4.6,13463,1863,1186731,71,25,Swiggy Genie,"H.No. 789, Kamdar, Anantapuram-034611",05-08-2025
4696,Mumbai,Lower Parel,Express Ice Cream Palace,"Seafood, Desserts, Andhra",246,4.3,2812,558,137268,71,20,Swiggy One,"H.No. 750, Jaggi, Panipat 459548",04-08-2025
4697,Mumbai,Andheri,House South Indian Corner,"Mughlai, Andhra, Burgers",984,2.8,1279,3721,3661464,24,20,Swiggy One,"59/984, Chopra Circle, Ramgarh-581736",27-12-2025
4698,Delhi,Connaught Place,Express Biryani Junction,Chinese,1088,3.9,1893,2413,2625344,27,0,Swiggy One,"743, Sen Circle, Jalna-213452",17-11-2025
4699,Bangalore,Jayanagar,Street Ice Cream Factory,"Ice Cream, Bakery, Mughlai",591,4.4,13862,2939,1736949,63,15,Swiggy One,"32/313, Iyer Chowk, Jaipur 655024",18-12-2025
4700,Mumbai,Bandra,Delight Seafood Point,Chinese,297,2.8,4515,3373,1001781,43,15,Swiggy One,"71/51, Sharma, Durg-047851",23-01-2026
4701,Delhi,Saket,Biryani Bakery Point,Andhra,734,4.5,2878,81,59454,63,0,Swiggy Genie,"97/37, Balan Zila, Bulandshahr 075881",12-05-2026
4702,Delhi,Rohini,Royal Arabian Junction,"Andhra, Pizza, Bakery, Mughlai",1057,4.7,2762,4233,4474281,30,15,Swiggy One,"H.No. 738, Baria Ganj, Bettiah-038231",17-04-2026
4703,Chennai,Adyar,Street Desserts Factory,"Chinese, Andhra",708,3.9,1227,4112,2911296,66,0,Swiggy Genie,"40/069, Johal Nagar, Karnal 197412",21-11-2025
4704,Hyderabad,Banjara Hills,Cafe South Indian Junction,"Chinese, Arabian, Seafood, Italian",1036,4.8,7444,877,908572,35,10,Swiggy Genie,"23/976, Salvi Path, Mathura 357235",11-08-2025
4705,Hyderabad,Kukatpally,Biryani Desserts Junction,"Italian, Seafood",796,4.8,5189,637,507052,27,30,Regular Delivery,"89, Tandon Chowk, Thiruvananthapuram 516828",06-04-2026
4706,Chennai,OMR,Kitchen Ice Cream Treats,"South Indian, Seafood, North Indian",1088,3.1,9677,932,1014016,49,10,Regular Delivery,"74/56, Maharaj Ganj, Gangtok 275466",30-08-2025
4707,Delhi,Saket,Kitchen Mughlai Hub,South Indian,783,4.2,12612,2686,2103138,56,30,Regular Delivery,"46/551, Gulati Path, Surat 047198",28-07-2025
4708,Mumbai,Andheri,Cafe Italian World,"Pizza, Burgers, Biryani",952,4,6709,1152,1096704,50,20,Swiggy One,"13, Hegde Street, Anand 920052",21-06-2025
4709,Chennai,OMR,Spice Burgers Zone,"Mughlai, North Indian, Andhra, Desserts",1081,3.3,12379,1120,1210720,70,50,Swiggy Genie,"H.No. 604, Sur, Rajkot-488819",29-03-2026
4710,Delhi,Connaught Place,Royal Mughlai Treats,"Italian, South Indian, Chinese",488,4.1,11061,3992,1948096,44,15,Swiggy Genie,"H.No. 73, Gole Zila, Maheshtala 813482",01-01-2026
4711,Chennai,Velachery,Urban Mughlai Zone,Ice Cream,784,4.4,4821,104,81536,38,40,Regular Delivery,"H.No. 837, Bhasin Path, Bulandshahr-495365",18-07-2025
4712,Mumbai,Lower Parel,Delight Chinese Junction,"Desserts, Chinese, South Indian",506,4.3,4603,857,433642,39,15,Swiggy One,"23/166, Solanki Chowk, Hajipur-666556",12-04-2026
4713,Delhi,Karol Bagh,Express Bakery Treats,"Arabian, Bakery",635,4.6,12306,2637,1674495,20,25,Swiggy One,"H.No. 508, Vohra Marg, Tirupati-542274",20-03-2026
4714,Hyderabad,Kukatpally,House Arabian Point,Arabian,948,4.8,1552,2437,2310276,47,40,Swiggy Genie,"H.No. 520, Bhavsar Ganj, Dehri 697834",31-05-2025
4715,Mumbai,Andheri,Tandoori Desserts World,South Indian,152,3.3,13748,1104,167808,48,25,Swiggy Genie,"H.No. 454, Krish Ganj, Allahabad-896188",06-11-2025
4716,Hyderabad,Madhapur,Express North Indian Zone,"Mughlai, North Indian, Burgers, Seafood",787,3.7,155,4660,3667420,68,15,Regular Delivery,"06/57, Magar Nagar, Gandhinagar-696773",04-05-2026
